DrugID,DiseaseID
DB00755,MESH:D004487
DB02709,MESH:D004487
DB09096,MESH:D004487
DB01041,MESH:D004487
DB00166,MESH:D004487
DB01593,MESH:D004487
DB00277,MESH:D004487
DB01183,MESH:D004487
DB05511,MESH:D004487
DB01069,MESH:D004487
DB00887,MESH:D004487
DB00537,MESH:D004487
DB01054,MESH:D004487
DB00201,MESH:D004487
DB11136,MESH:D004487
DB00457,MESH:D004487
DB00630,MESH:D004487
DB00761,MESH:D004487
DB00727,MESH:D004487
DB00208,MESH:D004487
DB00554,MESH:D004487
DB00325,MESH:D004487
DB00413,MESH:D004487
DB00860,MESH:D004487
DB00177,MESH:D004487
DB00184,MESH:D004487
DB00921,MESH:D004487
DB01115,MESH:D004487
DB01599,MESH:D004487
DB00401,MESH:D004487
DB01032,MESH:D004487
DB06151,MESH:D004487
DB00490,MESH:D004487
DB00501,MESH:D004487
DB00635,MESH:D004487
DB04743,MESH:D004487
DB00321,MESH:D004487
DB01211,MESH:D004487
DB04879,MESH:D004487
DB00795,MESH:D004487
DB00945,MESH:D004487
DB00363,MESH:D004487
DB01147,MESH:D004487
DB01388,MESH:D004487
DB00264,MESH:D004487
DB00421,MESH:D004487
DB00335,MESH:D004487
DB00661,MESH:D004487
DB00469,MESH:D004487
DB01162,MESH:D004487
DB00524,MESH:D004487
DB00605,MESH:D004487
DB00907,MESH:D004487
DB01419,MESH:D004487
DB00770,MESH:D004487
DB00864,MESH:D004487
DB00673,MESH:D004487
DB00966,MESH:D004487
DB00247,MESH:D004487
DB01169,MESH:D004487
DB01956,MESH:D004487
DB01233,MESH:D004487
DB00361,MESH:D004487
DB00669,MESH:D004487
DB01132,MESH:D004487
DB01261,MESH:D004487
DB00871,MESH:D004487
DB00636,MESH:D004487
DB00412,MESH:D004487
DB00533,MESH:D004487
DB00162,MESH:D004487
DB13944,MESH:D004487
DB09069,MESH:D004487
DB00734,MESH:D004487
DB00295,MESH:D004487
DB01045,MESH:D004487
DB00938,MESH:D004487
DB00877,MESH:D004487
DB00575,MESH:D004487
DB01017,MESH:D004487
DB00641,MESH:D004487
DB12965,MESH:D004487
DB01068,MESH:D004487
DB00459,MESH:D004487
DB00928,MESH:D004487
DB00993,MESH:D004487
DB01242,MESH:D004487
DB00882,MESH:D004487
DB00350,MESH:D004487
DB00381,MESH:D004487
DB00148,MESH:D004487
DB00715,MESH:D004487
DB00313,MESH:D004487
DB00214,MESH:D004487
DB00262,MESH:D004487
DB00549,MESH:D004487
DB00780,MESH:D004487
DB01113,MESH:D004487
DB00540,MESH:D004487
DB00334,MESH:D004487
DB00269,MESH:D004487
DB01114,MESH:D004487
DB00403,MESH:D004487
DB01577,MESH:D004487
DB00816,MESH:D004487
DB01174,MESH:D004487
DB08895,MESH:D004487
DB00541,MESH:D004487
DB00323,MESH:D004487
DB01392,MESH:D004487
DB01161,MESH:D004487
DB09140,MESH:D004487
DB00697,MESH:D004487
DB01118,MESH:D004487
DB00812,MESH:D004487
DB00273,MESH:D004487
DB00312,MESH:D004487
DB00564,MESH:D004487
DB08865,MESH:D004487
DB00806,MESH:D004487
DB01112,MESH:D004487
DB01229,MESH:D004487
DB00519,MESH:D004487
DB00338,MESH:D004487
DB12328,MESH:D004487
DB00288,MESH:D004487
DB00482,MESH:D004487
DB00244,MESH:D004487
DB01454,MESH:D004487
DB00213,MESH:D004487
DB00915,MESH:D004487
DB00672,MESH:D004487
DB06774,MESH:D004487
DB01059,MESH:D004487
DB00752,MESH:D004487
DB00252,MESH:D004487
DB00656,MESH:D004487
DB00477,MESH:D004487
DB06212,MESH:D004489
DB02709,MESH:D004489
DB01136,MESH:D004489
DB00755,MESH:D004489
DB01064,MESH:D004489
DB04854,MESH:D004489
DB00431,MESH:D004489
DB00836,MESH:D004489
DB00898,MESH:D004489
DB00997,MESH:D004489
DB00675,MESH:D004617
DB00682,MESH:D004617
DB01418,MESH:D004617
DB00544,MESH:D004617
DB00338,MESH:D004646
DB11672,MESH:D004646
DB05088,MESH:D004646
DB00277,MESH:D004646
DB00999,MESH:D004646
DB00682,MESH:D004646
DB01956,MESH:D004646
DB00635,MESH:D004646
DB00816,MESH:D004646
DB01234,MESH:D004646
DB00412,MESH:D004646
DB09140,MESH:D004646
DB00332,MESH:D004646
DB00620,MESH:D004646
DB00907,MESH:D004646
DB09130,MESH:D004646
DB00864,MESH:D004660
DB01004,MESH:D004660
DB00738,MESH:D004660
DB00400,MESH:D004660
DB00355,MESH:D004660
DB00787,MESH:D004660
DB00359,MESH:D004660
DB09121,MESH:D004660
DB00987,MESH:D004660
DB01577,MESH:D004660
DB00711,MESH:D004660
DB00563,MESH:D004660
DB00205,MESH:D004660
DB00440,MESH:D004660
DB00848,MESH:D004660
DB01069,MESH:D004660
DB00152,MESH:D004660
DB11195,MESH:D004660
DB01045,MESH:D004681
DB01204,MESH:D004681
DB08838,MESH:D004681
DB00182,MESH:D004681
DB00783,MESH:D004681
DB01195,MESH:D004681
DB01017,MESH:D004681
DB00531,MESH:D004681
DB04854,MESH:D004681
DB00741,MESH:D004681
DB00396,MESH:D004681
DB00136,MESH:D004681
DB00864,MESH:D004681
DB00481,MESH:D004681
DB01356,MESH:D004681
DB00959,MESH:D004681
DB00564,MESH:D004681
DB00435,MESH:D004681
DB00252,MESH:D004681
DB01234,MESH:D004681
DB04942,MESH:D004681
DB00675,MESH:D004681
DB00907,MESH:D004681
DB00977,MESH:D004681
DB02709,MESH:D004681
DB04573,MESH:D004681
DB00860,MESH:D004681
DB06288,MESH:D004700
DB00734,MESH:D004700
DB00313,MESH:D004700
DB00255,MESH:D004714
DB00603,MESH:D004714
DB00367,MESH:D004714
DB00675,MESH:D004714
DB06789,MESH:D004714
DB00412,MESH:D004714
DB04573,MESH:D004714
DB09070,MESH:D004715
DB00482,MESH:D004715
DB00007,MESH:D004715
DB00201,MESH:D004715
DB00605,MESH:D004715
DB00788,MESH:D004715
DB11979,MESH:D004715
DB00328,MESH:D004715
DB00396,MESH:D004715
DB00641,MESH:D004715
DB01050,MESH:D004715
DB00014,MESH:D004715
DB00834,MESH:D004715
DB01406,MESH:D004715
DB00472,MESH:D004715
DB00549,MESH:D004715
DB00533,MESH:D004715
DB02709,MESH:D004715
DB00977,MESH:D004715
DB00678,MESH:D004719
DB00191,MESH:D004719
DB00790,MESH:D004719
DB01136,MESH:D004719
DB04630,MESH:D004719
DB01186,MESH:D004719
DB00694,MESH:D004719
DB00574,MESH:D004719
DB01204,MESH:D004719
DB00243,MESH:D004719
DB00584,MESH:D004719
DB01599,MESH:D004719
DB09026,MESH:D004719
DB09140,MESH:D004719
DB02709,MESH:D004719
DB00860,MESH:D004719
DB01029,MESH:D004719
DB00428,MESH:D004719
DB04854,MESH:D004719
DB01064,MESH:D004719
DB00711,MESH:D004719
DB00542,MESH:D004719
DB00247,MESH:D004719
DB00284,MESH:D004719
DB06819,MESH:D004719
DB00264,MESH:D004719
DB00898,MESH:D004719
DB01065,MESH:D004719
DB01380,MESH:D004719
DB00997,MESH:D004719
DB00451,MESH:D004719
DB00531,MESH:D004719
DB00916,MESH:D004749
DB11672,MESH:D004751
DB00575,MESH:D004751
DB00091,MESH:D004751
DB00531,MESH:D004751
DB00563,MESH:D004751
DB00907,MESH:D004751
DB00448,MESH:D004751
DB01229,MESH:D004751
DB00484,MESH:D004751
DB01204,MESH:D004751
DB00795,MESH:D004751
DB00328,MESH:D004751
DB01212,MESH:D004751
DB01394,MESH:D004760
DB00759,MESH:D004760
DB00907,MESH:D004760
DB00770,MESH:D004760
DB02709,MESH:D004769
DB00811,MESH:D004769
DB00863,MESH:D004802
DB00788,MESH:D004802
DB00316,MESH:D004802
DB00498,MESH:D004802
DB00841,MESH:D004802
DB00709,MESH:D004802
DB01147,MESH:D004802
DB00334,MESH:D004802
DB00180,MESH:D004802
DB04576,MESH:D004802
DB00993,MESH:D004802
DB06709,MESH:D004802
DB00422,MESH:D004802
DB01016,MESH:D004802
DB00860,MESH:D004802
DB00945,MESH:D004802
DB00363,MESH:D004802
DB00882,MESH:D004802
DB00751,MESH:D004802
DB00238,MESH:D004802
DB00698,MESH:D004802
DB01029,MESH:D004802
DB00744,MESH:D004802
DB00970,MESH:D004802
DB04743,MESH:D004802
DB00446,MESH:D004802
DB00753,MESH:D004802
DB00531,MESH:D004802
DB05381,MESH:D004802
DB01017,MESH:D004802
DB00619,MESH:D004802
DB00555,MESH:D004802
DB00330,MESH:D004802
DB01426,MESH:D004802
DB00357,MESH:D004802
DB01076,MESH:D004802
DB00338,MESH:D004802
DB00851,MESH:D004802
DB07565,MESH:D004802
DB00955,MESH:D004802
DB00458,MESH:D004802
DB00379,MESH:D004802
DB00178,MESH:D004802
DB00501,MESH:D004802
DB00637,MESH:D004802
DB00635,MESH:D004802
DB00196,MESH:D004802
DB00341,MESH:D004802
DB00443,MESH:D004802
DB00951,MESH:D004802
DB00541,MESH:D004802
DB00822,MESH:D004802
DB00415,MESH:D004802
DB00414,MESH:D004802
DB00713,MESH:D004802
DB01082,MESH:D004802
DB00972,MESH:D004802
DB01053,MESH:D004802
DB00313,MESH:D004802
DB00252,MESH:D004802
DB01212,MESH:D004802
DB00699,MESH:D004802
DB00567,MESH:D004802
DB00394,MESH:D004802
DB01026,MESH:D004802
DB00471,MESH:D004802
DB00564,MESH:D004802
DB00968,MESH:D004802
DB00988,MESH:D004802
DB01603,MESH:D004802
DB13179,MESH:D004802
DB00549,MESH:D004802
DB00437,MESH:D004802
DB01151,MESH:D004802
DB00625,MESH:D004802
DB00321,MESH:D004802
DB01050,MESH:D004802
DB00244,MESH:D004802
DB01060,MESH:D004802
DB01332,MESH:D004802
DB01059,MESH:D004802
DB01115,MESH:D004802
DB00482,MESH:D004802
DB01156,MESH:D004802
DB01159,MESH:D004802
DB00319,MESH:D004802
DB00328,MESH:D004802
DB01234,MESH:D004802
DB00605,MESH:D004802
DB00537,MESH:D004802
DB00456,MESH:D004802
DB00584,MESH:D004802
DB01204,MESH:D004802
DB00495,MESH:D004802
DB00829,MESH:D004802
DB01577,MESH:D004802
DB01411,MESH:D004802
DB01028,MESH:D004802
DB00586,MESH:D004802
DB00812,MESH:D004802
DB00184,MESH:D004802
DB00795,MESH:D004802
DB01061,MESH:D004802
DB00861,MESH:D004802
DB00355,MESH:D004802
DB01032,MESH:D004802
DB00808,MESH:D004802
DB01452,MESH:D004802
DB00533,MESH:D004802
DB00563,MESH:D004806
DB01041,MESH:D004806
DB00541,MESH:D004806
DB01168,MESH:D004806
DB00262,MESH:D004806
DB00252,MESH:D004820
DB00909,MESH:D004827
DB00368,MESH:D004827
DB01202,MESH:D004827
DB00987,MESH:D004827
DB00115,MESH:D004827
DB01576,MESH:D004827
DB00532,MESH:D004827
DB00347,MESH:D004827
DB00849,MESH:D004827
DB00593,MESH:D004827
DB00466,MESH:D004827
DB01454,MESH:D004827
DB00176,MESH:D004827
DB01356,MESH:D004827
DB01085,MESH:D004827
DB00312,MESH:D004827
DB00575,MESH:D004827
DB01053,MESH:D004827
DB00564,MESH:D004827
DB01080,MESH:D004827
DB00640,MESH:D004827
DB00467,MESH:D004827
DB00993,MESH:D004827
DB00773,MESH:D004827
DB05885,MESH:D004827
DB00158,MESH:D004827
DB00829,MESH:D004827
DB01183,MESH:D004827
DB01174,MESH:D004827
DB00215,MESH:D004827
DB00692,MESH:D004827
DB00400,MESH:D004827
DB00458,MESH:D004827
DB00182,MESH:D004827
DB00411,MESH:D004827
DB01041,MESH:D004827
DB00668,MESH:D004827
DB11642,MESH:D004827
DB00985,MESH:D004827
DB00572,MESH:D004827
DB00763,MESH:D004827
DB00850,MESH:D004827
DB01068,MESH:D004827
DB06637,MESH:D004827
DB00252,MESH:D004827
DB01236,MESH:D004827
DB01373,MESH:D004827
DB00502,MESH:D004827
DB00555,MESH:D004827
DB00295,MESH:D004827
DB01595,MESH:D004827
DB00776,MESH:D004827
DB00563,MESH:D004827
DB01221,MESH:D004827
DB00837,MESH:D004827
DB00537,MESH:D004827
DB00934,MESH:D004827
DB00487,MESH:D004827
DB00281,MESH:D004827
DB00321,MESH:D004827
DB01147,MESH:D004827
DB00230,MESH:D004827
DB00273,MESH:D004827
DB00313,MESH:D004827
DB00683,MESH:D004827
DB00501,MESH:D004827
DB00344,MESH:D004827
DB04743,MESH:D004827
DB00415,MESH:D004827
DB00948,MESH:D004827
DB00949,MESH:D004827
DB00610,MESH:D004827
DB00996,MESH:D004827
DB00363,MESH:D004827
DB00818,MESH:D004827
DB00199,MESH:D004827
DB00474,MESH:D004827
DB00470,MESH:D004827
DB01234,MESH:D004827
DB00456,MESH:D004827
DB05541,MESH:D004827
DB00819,MESH:D004827
DB00802,MESH:D004827
DB01205,MESH:D004827
DB01224,MESH:D004827
DB00472,MESH:D004827
DB00794,MESH:D004827
DB00446,MESH:D004827
DB01181,MESH:D004827
DB00829,MESH:D004829
DB00656,MESH:D004829
DB00495,MESH:D004829
DB01154,MESH:D004829
DB00555,MESH:D004829
DB00564,MESH:D004829
DB00860,MESH:D004829
DB00363,MESH:D004829
DB00230,MESH:D004829
DB00818,MESH:D004829
DB00252,MESH:D004829
DB01174,MESH:D004829
DB00313,MESH:D004829
DB01183,MESH:D004829
DB00186,MESH:D004829
DB00996,MESH:D004830
DB00541,MESH:D004830
DB00776,MESH:D004830
DB00726,MESH:D004830
DB00599,MESH:D004830
DB00292,MESH:D004830
DB00277,MESH:D004830
DB00490,MESH:D004830
DB00829,MESH:D004830
DB00297,MESH:D004830
DB00733,MESH:D004830
DB00643,MESH:D004830
DB00327,MESH:D004830
DB00316,MESH:D004830
DB00979,MESH:D004830
DB00715,MESH:D004830
DB00925,MESH:D004830
DB00537,MESH:D004830
DB00608,MESH:D004830
DB14509,MESH:D004830
DB01174,MESH:D004830
DB00215,MESH:D004830
DB00454,MESH:D004830
DB01356,MESH:D004830
DB00640,MESH:D004830
DB01131,MESH:D004830
DB00349,MESH:D004830
DB00529,MESH:D004830
DB00787,MESH:D004830
DB01156,MESH:D004830
DB00438,MESH:D004830
DB01085,MESH:D004830
DB00474,MESH:D004830
DB00898,MESH:D004830
DB00397,MESH:D004830
DB00199,MESH:D004830
DB00818,MESH:D004830
DB01053,MESH:D004830
DB00721,MESH:D004830
DB04880,MESH:D004830
DB00540,MESH:D004830
DB00564,MESH:D004830
DB01403,MESH:D004830
DB00593,MESH:D004830
DB00363,MESH:D004830
DB00563,MESH:D004830
DB00909,MESH:D004830
DB00794,MESH:D004830
DB01577,MESH:D004830
DB00468,MESH:D004830
DB01100,MESH:D004830
DB00652,MESH:D004830
DB00907,MESH:D004830
DB01154,MESH:D004830
DB00296,MESH:D004830
DB00835,MESH:D004830
DB01002,MESH:D004830
DB00683,MESH:D004830
DB00822,MESH:D004830
DB00281,MESH:D004830
DB00780,MESH:D004830
DB00358,MESH:D004830
DB01320,MESH:D004830
DB01242,MESH:D004830
DB00252,MESH:D004830
DB00422,MESH:D004830
DB00285,MESH:D004830
DB01202,MESH:D004830
DB00302,MESH:D004830
DB00467,MESH:D004830
DB01161,MESH:D004830
DB01184,MESH:D004830
DB00273,MESH:D004830
DB00303,MESH:D004830
DB00959,MESH:D004830
DB00555,MESH:D004830
DB00458,MESH:D004830
DB00321,MESH:D004830
DB00635,MESH:D004830
DB00501,MESH:D004830
DB00746,MESH:D004830
DB00668,MESH:D004830
DB01104,MESH:D004830
DB00502,MESH:D004830
DB01173,MESH:D004830
DB00431,MESH:D004830
DB01223,MESH:D004830
DB00466,MESH:D004830
DB00228,MESH:D004830
DB00578,MESH:D004830
DB00295,MESH:D004830
DB00202,MESH:D004830
DB00572,MESH:D004830
DB00882,MESH:D004830
DB00813,MESH:D004830
DB00313,MESH:D004830
DB00586,MESH:D004830
DB00477,MESH:D004830
DB00864,MESH:D004830
DB01068,MESH:D004830
DB00934,MESH:D004830
DB01364,MESH:D004830
DB00575,MESH:D004830
DB00201,MESH:D004830
DB00916,MESH:D004830
DB01183,MESH:D004830
DB00114,MESH:D004830
DB00313,MESH:D004831
DB00683,MESH:D004831
DB00909,MESH:D004831
DB00182,MESH:D004831
DB00860,MESH:D004831
DB01182,MESH:D004831
DB01068,MESH:D004831
DB00564,MESH:D004831
DB00411,MESH:D004831
DB01221,MESH:D004831
DB01174,MESH:D004831
DB00787,MESH:D004831
DB00575,MESH:D004831
DB01183,MESH:D004831
DB00327,MESH:D004831
DB00363,MESH:D004831
DB14509,MESH:D004831
DB00996,MESH:D004831
DB01202,MESH:D004831
DB00586,MESH:D004831
DB00776,MESH:D004831
DB00466,MESH:D004831
DB00431,MESH:D004831
DB00829,MESH:D004831
DB00295,MESH:D004831
DB00555,MESH:D004831
DB09061,MESH:D004831
DB00951,MESH:D004831
DB00981,MESH:D004831
DB00624,MESH:D004831
DB00714,MESH:D004831
DB01235,MESH:D004831
DB00572,MESH:D004831
DB00420,MESH:D004832
DB00740,MESH:D004832
DB00252,MESH:D004832
DB00313,MESH:D004832
DB01202,MESH:D004832
DB09072,MESH:D004832
DB00593,MESH:D004832
DB00997,MESH:D004832
DB00555,MESH:D004832
DB00466,MESH:D004832
DB01080,MESH:D004832
DB01068,MESH:D004832
DB00347,MESH:D004832
DB00502,MESH:D004832
DB00396,MESH:D004832
DB01183,MESH:D004832
DB00776,MESH:D004832
DB01085,MESH:D004832
DB01174,MESH:D004832
DB14509,MESH:D004832
DB00829,MESH:D004832
DB00794,MESH:D004832
DB00564,MESH:D004832
DB00007,MESH:D004832
DB06774,MESH:D004833
DB01085,MESH:D004833
DB00603,MESH:D004833
DB00864,MESH:D004833
DB00563,MESH:D004833
DB01202,MESH:D004833
DB00313,MESH:D004833
DB00555,MESH:D004833
DB00794,MESH:D004833
DB00564,MESH:D004833
DB01356,MESH:D004833
DB01174,MESH:D004833
DB00273,MESH:D004833
DB00252,MESH:D004833
DB01080,MESH:D004833
DB01068,MESH:D004833
DB00679,MESH:D004890
DB00756,MESH:D004890
DB00443,MESH:D004890
DB00250,MESH:D004890
DB00917,MESH:D004890
DB00900,MESH:D004890
DB00445,MESH:D004890
DB00563,MESH:D004890
DB02709,MESH:D004890
DB00165,MESH:D004890
DB00184,MESH:D004890
DB05381,MESH:D004890
DB00337,MESH:D004890
DB00474,MESH:D004890
DB00541,MESH:D004890
DB01005,MESH:D004890
DB00694,MESH:D004890
DB00372,MESH:D004890
DB00325,MESH:D004890
DB00454,MESH:D004890
DB00761,MESH:D004890
DB00550,MESH:D004890
DB00627,MESH:D004890
DB01060,MESH:D004890
DB00238,MESH:D004890
DB00586,MESH:D004890
DB01093,MESH:D004890
DB00704,MESH:D004890
DB00281,MESH:D004890
DB00599,MESH:D004890
DB00813,MESH:D004890
DB00755,MESH:D004890
DB00537,MESH:D004890
DB00724,MESH:D004890
DB00997,MESH:D004890
DB00244,MESH:D004890
DB00262,MESH:D004890
DB00202,MESH:D004890
DB01234,MESH:D004890
DB01190,MESH:D004890
DB00764,MESH:D004890
DB00441,MESH:D004890
DB00564,MESH:D004890
DB01392,MESH:D004890
DB00292,MESH:D004890
DB00649,MESH:D004890
DB01240,MESH:D004890
DB00795,MESH:D004890
DB00126,MESH:D004890
DB00584,MESH:D004890
DB00263,MESH:D004890
DB01017,MESH:D004890
DB00361,MESH:D004890
DB01248,MESH:D004890
DB00855,MESH:D004890
DB09401,MESH:D004890
DB00252,MESH:D004890
DB00335,MESH:D004890
DB00709,MESH:D004890
DB01229,MESH:D004890
DB00358,MESH:D004890
DB00389,MESH:D004890
DB00773,MESH:D004890
DB00982,MESH:D004890
DB00199,MESH:D004890
DB00625,MESH:D004890
DB01112,MESH:D004890
DB00544,MESH:D004890
DB06774,MESH:D004890
DB00850,MESH:D004890
DB00987,MESH:D004890
DB00959,MESH:D004890
DB00250,MESH:D004892
DB01229,MESH:D004892
DB00207,MESH:D004892
DB00242,MESH:D004892
DB00415,MESH:D004892
DB01097,MESH:D004892
DB00281,MESH:D004892
DB00860,MESH:D004892
DB00630,MESH:D004892
DB00252,MESH:D004892
DB00698,MESH:D004892
DB01041,MESH:D004892
DB00537,MESH:D004892
DB00959,MESH:D004892
DB00313,MESH:D004892
DB01104,MESH:D004892
DB01174,MESH:D004892
DB00773,MESH:D004915
DB00987,MESH:D004915
DB00661,MESH:D004915
DB00197,MESH:D004915
DB00694,MESH:D004915
DB00997,MESH:D004915
DB00379,MESH:D004916
DB00622,MESH:D004916
DB00945,MESH:D004916
DB01186,MESH:D004916
DB00281,MESH:D004916
DB01200,MESH:D004916
DB00564,MESH:D004916
DB00996,MESH:D004916
DB01115,MESH:D004916
DB00661,MESH:D004916
DB01140,MESH:D004927
DB01082,MESH:D004927
DB12455,MESH:D004927
DB00446,MESH:D004927
DB00828,MESH:D004927
DB00355,MESH:D004927
DB00955,MESH:D004927
DB00560,MESH:D004927
DB00438,MESH:D004927
DB00567,MESH:D004927
DB01172,MESH:D004927
DB00303,MESH:D004927
DB00456,MESH:D004927
DB00759,MESH:D004927
DB00274,MESH:D004927
DB00537,MESH:D004927
DB00319,MESH:D004927
DB00479,MESH:D004927
DB00671,MESH:D004927
DB00760,MESH:D004927
DB00415,MESH:D004927
DB01327,MESH:D004927
DB01060,MESH:D004927
DB01212,MESH:D004927
DB00762,MESH:D004927
DB00698,MESH:D004927
DB00578,MESH:D004927
DB00916,MESH:D004927
DB01142,MESH:D004932
DB00162,MESH:D004932
DB00709,MESH:D004932
DB01203,MESH:D004932
DB01118,MESH:D004932
DB06718,MESH:D004932
DB00571,MESH:D004932
DB01020,MESH:D004932
DB00883,MESH:D004932
DB00993,MESH:D004932
DB00621,MESH:D004932
DB08818,MESH:D004932
DB00669,MESH:D004935
DB01233,MESH:D004935
DB00945,MESH:D004935
DB00927,MESH:D004935
DB00682,MESH:D004935
DB00863,MESH:D004935
DB01129,MESH:D004935
DB00277,MESH:D004935
DB00448,MESH:D004935
DB00586,MESH:D004935
DB06774,MESH:D004935
DB00759,MESH:D004935
DB08865,MESH:D004938
DB00554,MESH:D004938
DB00531,MESH:D004938
DB01248,MESH:D004938
DB06151,MESH:D004938
DB01169,MESH:D004938
DB00541,MESH:D004938
DB00898,MESH:D004938
DB00605,MESH:D004938
DB00188,MESH:D004938
DB01593,MESH:D004938
DB01143,MESH:D004938
DB00445,MESH:D004938
DB02709,MESH:D004938
DB00917,MESH:D004938
DB00544,MESH:D004938
DB00309,MESH:D004938
DB01229,MESH:D004938
DB00635,MESH:D004938
DB01101,MESH:D004938
DB00822,MESH:D004938
DB00328,MESH:D004938
DB00997,MESH:D004938
DB01204,MESH:D004940
DB00863,MESH:D004941
DB00501,MESH:D004941
DB00448,MESH:D004941
DB00773,MESH:D004941
DB00927,MESH:D004941
DB01030,MESH:D004941
DB01229,MESH:D004941
DB00213,MESH:D004941
DB00544,MESH:D004941
DB00630,MESH:D004941
DB00642,MESH:D004941
DB01233,MESH:D004941
DB00338,MESH:D004941
DB01143,MESH:D004941
DB00208,MESH:D004941
DB01248,MESH:D004941
DB01129,MESH:D004941
DB00945,MESH:D004941
DB14001,MESH:D004942
DB00213,MESH:D004942
DB00863,MESH:D004942
DB00585,MESH:D004942
DB00927,MESH:D004942
DB01233,MESH:D004942
DB00338,MESH:D004942
DB00746,MESH:D004942
DB00501,MESH:D004942
DB00448,MESH:D004942
DB00313,MESH:D005076
DB00625,MESH:D005076
DB00482,MESH:D005076
DB09073,MESH:D005076
DB01119,MESH:D005076
DB00951,MESH:D005076
DB00252,MESH:D005076
DB00193,MESH:D005076
DB00860,MESH:D005076
DB01035,MESH:D005076
DB00477,MESH:D005076
DB00806,MESH:D005076
DB01234,MESH:D005076
DB00319,MESH:D005076
DB00738,MESH:D005076
DB00586,MESH:D005076
DB00328,MESH:D005076
DB00709,MESH:D005076
DB00433,MESH:D005076
DB01112,MESH:D005076
DB01053,MESH:D005076
DB00909,MESH:D005076
DB00585,MESH:D005076
DB00184,MESH:D005076
DB00485,MESH:D005076
DB00619,MESH:D005076
DB00417,MESH:D005076
DB00672,MESH:D005076
DB00532,MESH:D005076
DB01229,MESH:D005076
DB01212,MESH:D005076
DB00848,MESH:D005076
DB00446,MESH:D005076
DB00288,MESH:D005076
DB00760,MESH:D005076
DB04855,MESH:D005076
DB01056,MESH:D005076
DB00713,MESH:D005076
DB01603,MESH:D005076
DB00671,MESH:D005076
DB00812,MESH:D005076
DB00191,MESH:D005076
DB01174,MESH:D005076
DB01165,MESH:D005076
DB00982,MESH:D005076
DB00535,MESH:D005076
DB00776,MESH:D005076
DB00711,MESH:D005076
DB00501,MESH:D005076
DB00458,MESH:D005076
DB00635,MESH:D005076
DB00389,MESH:D005076
DB01156,MESH:D005076
DB00196,MESH:D005076
DB00642,MESH:D005076
DB00598,MESH:D005076
DB01579,MESH:D005076
DB00541,MESH:D005076
DB00208,MESH:D005076
DB01115,MESH:D005076
DB00763,MESH:D005076
DB01143,MESH:D005076
DB00456,MESH:D005076
DB00250,MESH:D005076
DB00564,MESH:D005076
DB00555,MESH:D005076
DB00495,MESH:D005076
DB01118,MESH:D005076
DB01324,MESH:D005076
DB00357,MESH:D005076
DB01186,MESH:D005076
DB00900,MESH:D005076
DB00630,MESH:D005076
DB14509,MESH:D005076
DB00877,MESH:D005076
DB01169,MESH:D005076
DB00788,MESH:D005076
DB01016,MESH:D005076
DB00605,MESH:D005076
DB00398,MESH:D005076
DB00335,MESH:D005076
DB00355,MESH:D005076
DB00704,MESH:D005076
DB00264,MESH:D005076
DB01452,MESH:D005076
DB00993,MESH:D005076
DB00563,MESH:D005076
DB00603,MESH:D005076
DB00857,MESH:D005076
DB00238,MESH:D005076
DB00381,MESH:D005076
DB00550,MESH:D005076
DB00330,MESH:D005076
DB00712,MESH:D005076
DB00822,MESH:D005076
DB00440,MESH:D005076
DB00220,MESH:D005076
DB00343,MESH:D005076
DB00908,MESH:D005076
DB01356,MESH:D005076
DB00795,MESH:D005076
DB00607,MESH:D005076
DB01041,MESH:D005076
DB01147,MESH:D005076
DB00227,MESH:D005076
DB00945,MESH:D005076
DB01339,MESH:D005076
DB00636,MESH:D005076
DB00091,MESH:D005076
DB00437,MESH:D005076
DB01075,MESH:D005076
DB00295,MESH:D005076
DB00968,MESH:D005076
DB01190,MESH:D005076
DB00758,MESH:D005076
DB01141,MESH:D005076
DB00207,MESH:D005076
DB00441,MESH:D005076
DB01211,MESH:D005076
DB00415,MESH:D005076
DB00584,MESH:D005076
DB00316,MESH:D005076
DB00778,MESH:D005076
DB00648,MESH:D005076
DB01060,MESH:D005076
DB04817,MESH:D005076
DB01273,MESH:D005076
DB00447,MESH:D005076
DB00987,MESH:D005076
DB00363,MESH:D005076
DB00934,MESH:D005076
DB00688,MESH:D005076
DB00176,MESH:D005076
DB00571,MESH:D005076
DB00627,MESH:D005076
DB01602,MESH:D005076
DB00537,MESH:D005076
DB00531,MESH:D005076
DB00318,MESH:D005076
DB00907,MESH:D005076
DB00722,MESH:D005076
DB01017,MESH:D005076
DB01222,MESH:D005076
DB01611,MESH:D005076
DB00732,MESH:D005076
DB00770,MESH:D005076
DB00575,MESH:D005076
DB00861,MESH:D005076
DB00818,MESH:D005076
DB01229,MESH:D005119
DB00171,MESH:D005119
DB00682,MESH:D005119
DB05511,MESH:D005119
DB00917,MESH:D005119
DB00165,MESH:D005119
DB01093,MESH:D005119
DB00584,MESH:D005119
DB00277,MESH:D005119
DB00669,MESH:D005119
DB00328,MESH:D005119
DB00182,MESH:D005119
DB00727,MESH:D005119
DB01143,MESH:D005119
DB00818,MESH:D005119
DB00640,MESH:D005119
DB00252,MESH:D005119
DB06196,MESH:D005119
DB01181,MESH:D005119
DB01234,MESH:D005119
DB06774,MESH:D005119
DB00668,MESH:D005119
DB00641,MESH:D005119
DB00997,MESH:D005119
DB00531,MESH:D005119
